gene_id	gene_name	log2FoldChange.ribo.rna.guide1.293	padj.ribo.rna.guide1.293	log2FoldChange.ribo.rna.guide2.293	padj.ribo.rna.guide2.293	log2FoldChange.ribo.rna.KO.WT	padj.ribo.rna.KO.WT
ENSG00000224662.2	ATP6V1G1P3	NA	NA	NA	NA	NA	NA
ENSG00000224664.2	RPL36AP53	2.488932	NA	2.00309	NA	2.254436	NA
ENSG00000224667.1	AC013470.8	-0.5064378	NA	-1.765378	NA	-1.123277	NA
ENSG00000224668.1	IPO8P1	-1.417874	NA	0.7296492	NA	-0.2984851	NA
ENSG00000224669.1	RP11-561N12.1	0.9039171	NA	2.003136	NA	1.57272	NA
ENSG00000224672.4	AC007272.3	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000224675.1	AC009227.2	1.849741	NA	-0.3549882	NA	0.909406	NA
ENSG00000224678.3	GAPDHP46	-2.488456	NA	-2.331639	NA	-2.414313	NA
ENSG00000224683.1	RPL36AP29	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000224687.1	RASAL2-AS1	0.07616979	1	-0.1756909	1	-0.04674611	0.9999674
ENSG00000224689.3	ZNF812	-2.959296	NA	-1.385196	NA	-2.158894	NA
ENSG00000224690.2	UBE2D3P3	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000224691.1	GS1-174L6.4	0.8795436	NA	-0.4703611	NA	0.1718227	NA
ENSG00000224698.1	RP11-131J3.1	NA	NA	NA	NA	NA	NA
ENSG00000224699.4	LAMTOR5-AS1	-0.02147342	1	-0.3398147	1	-0.1203186	0.9999674
ENSG00000224706.1	RPS17P13	-3.058061	NA	-2.899713	NA	-2.97902	NA
ENSG00000224712.6	NPIPA3	-2.487854	NA	-5.888766	NA	-5.166768	NA
ENSG00000224717.1	RP11-576D8.4	3.487132	NA	5.13305	NA	4.343836	NA
ENSG00000224722.3	RP11-255B23.1	0.7331169	NA	0.1684476	NA	0.6670566	NA
ENSG00000224728.1	AC090945.1	0.871207	1	-0.4921548	1	0.2054897	0.9999674
ENSG00000224729.4	PCOLCE-AS1	1.029378	NA	0.8721804	NA	0.9473765	NA
ENSG00000224738.1	AC099850.1	0.3612241	1	0.6391885	1	0.4936495	0.9999674
ENSG00000224743.2	TEX26-AS1	1.025354	NA	-0.2657197	NA	0.477654	NA
ENSG00000224745.1	RP11-380G5.2	-3.49895	NA	-3.263949	NA	-3.422101	NA
ENSG00000224750.2	RP11-94M14.2	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000224751.2	SHMT1P1	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000224761.2	RP11-508N22.8	-3.346402	NA	-1.765286	NA	-2.565899	NA
ENSG00000224763.1	FDPSP8	-2.507168	NA	-0.3548116	NA	-2.036773	NA
ENSG00000224769.1	AC069213.1	0.1449481	NA	3.258747	NA	1.552854	NA
ENSG00000224773.2	HSPA8P7	5.296241	NA	3.115747	NA	4.535786	NA
ENSG00000224775.2	BRAFP1	-3.057997	NA	-4.306976	NA	-3.700321	NA
ENSG00000224778.1	CENPIP1	-2.039637	NA	-1.881288	NA	-1.960576	NA
ENSG00000224781.1	EIF4A2P4	0.2752732	NA	0.4336214	NA	0.3545205	NA
ENSG00000224785.1	AC006026.9	-3.95946	NA	-3.801112	NA	-3.880455	NA
ENSG00000224786.1	CETN4P	0.950019	NA	1.286951	NA	1.130259	NA
ENSG00000224790.1	AP000704.5	1.306691	NA	-0.5537886	NA	0.6474371	NA
ENSG00000224796.1	RPL32P1	-1.936008	NA	1.060863	NA	-0.4341026	NA
ENSG00000224797.1	RP11-57C19.6	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000224799.1	RP11-445O16.3	-0.5133088	NA	1.060801	NA	0.2871977	NA
ENSG00000224800.1	RP11-235D19.2	0.9039122	NA	2.172785	NA	1.691847	NA
ENSG00000224802.2	TUBB4BP2	NA	NA	NA	NA	NA	NA
ENSG00000224804.4	AC004878.2	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000224805.2	LINC00853	-1.915253	1	-1.439507	1	-1.717379	0.9999674
ENSG00000224806.2	ARL5AP4	-0.5133583	NA	2.759896	NA	1.837069	NA
ENSG00000224810.1	RP11-538D16.2	-2.451465	NA	-5.097449	NA	-3.336613	NA
ENSG00000224812.2	TMEM72-AS1	-3.346402	NA	-1.765286	NA	-2.565899	NA
ENSG00000224814.1	AC114812.8	0.5990684	NA	-1.765406	NA	-0.4011031	NA
ENSG00000224820.2	BTF3P4	-0.948326	NA	-1.806677	NA	-1.309048	NA
ENSG00000224822.1	THRB-IT1	-1.923729	NA	-0.2529987	NA	-1.123277	NA
ENSG00000224826.1	AC019109.1	0.5247045	NA	-0.7576344	NA	-0.01956208	NA
ENSG00000224827.1	LINC00265-2P	-3.024128	NA	-2.231898	NA	-2.639612	NA
ENSG00000224829.3	CTD-2589O24.1	-2.579596	1	-2.527378	1	-2.568066	0.9999674
ENSG00000224831.2	RP11-651P23.4	-0.05345678	1	-0.2086615	1	-0.1315705	0.9999674
ENSG00000224834.1	BTF3P9	-2.911764	NA	-1.881218	NA	-2.619023	NA
ENSG00000224837.1	GCSHP5	-2.02554	1	-2.437397	1	-2.243637	0.9999674
ENSG00000224838.2	FKSG52	-5.520004	1	-4.94068	1	-5.240488	0.4863354
ENSG00000224842.2	RP11-123K19.1	0.6552974	1	1.754075	1	1.214532	0.9999674
ENSG00000224843.2	LINC00240	-2.56471	1	-1.950242	1	-2.261702	0.8915982
ENSG00000224844.1	AC107079.1	-0.5133088	NA	1.060801	NA	0.2871977	NA
ENSG00000224846.1	RP1-90J20.8	0.8240001	NA	0.3103171	NA	0.5765173	NA
ENSG00000224850.1	AC108051.3	2.428323	NA	1.16937	NA	1.811663	NA
ENSG00000224861.1	YBX1P1	3.468693	NA	1.358264	NA	3.141294	NA
ENSG00000224864.3	CTC-260E6.2	1.423817	NA	2.646092	NA	2.027162	NA
ENSG00000224865.3	AC009518.4	-1.985665	NA	-1.934692	NA	-1.846909	NA
ENSG00000224870.3	RP4-758J18.2	-0.1301453	1	-0.06109725	1	-0.09717503	0.9999674
ENSG00000224871.1	XX-FW81066F1.2	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000224877.3	C17orf89	0.1555205	1	0.1528376	1	0.1534432	0.9999674
ENSG00000224881.1	AC068279.3	3.779892	NA	3.3003	NA	3.442567	NA
ENSG00000224882.2	IKBKGP1	0.1910598	1	1.253009	1	0.8496812	0.9999674
ENSG00000224884.1	AC034187.2	-1.566184	NA	-1.458522	NA	-1.511365	NA
ENSG00000224886.2	BEND3P3	-0.731906	1	-0.3597233	1	-0.6048126	0.9999674
ENSG00000224888.3	RP5-1142A6.2	2.315095	NA	-0.3511611	NA	0.9770265	NA
ENSG00000224891.1	AC007899.3	-3.058124	NA	-0.5416126	NA	-1.428605	NA
ENSG00000224892.2	RPS4XP16	1.591455	1	0.2011531	1	1.098989	0.9999674
ENSG00000224897.2	RP11-3B12.1	0.0205873	1	0.4843708	1	0.3073978	0.9999674
ENSG00000224903.1	AC005534.8	0.2390714	NA	-1.093718	NA	-0.4665018	NA
ENSG00000224905.2	AP001347.6	0.5016716	1	-0.1659507	1	0.3164524	0.9999674
ENSG00000224906.2	RP1-102E24.9	0.2653096	1	-0.3159063	1	-0.01177674	0.9999674
ENSG00000224910.1	AC002115.5	-0.4154612	NA	-1.76538	NA	-1.123277	NA
ENSG00000224914.2	LINC00863	0.2303704	1	-0.04965079	1	0.09305786	0.9999674
ENSG00000224924.2	LINC00320	-0.5133088	NA	1.060801	NA	0.2871977	NA
ENSG00000224928.2	KRT8P30	1.8497	NA	1.060733	NA	1.469608	NA
ENSG00000224934.2	RP11-441O15.3	-1.677774	1	-1.940965	1	-1.846172	0.8915982
ENSG00000224936.1	SUCLA2P1	0.1046166	1	1.191149	1	0.6499942	0.9999674
ENSG00000224939.1	LINC00184	-3.462326	NA	-1.88121	NA	-2.681868	NA
ENSG00000224940.4	PRRT4	-0.1183194	1	-0.1689389	1	-0.1483087	0.9999674
ENSG00000224950.1	RP5-1086K13.1	-1.341216	NA	-2.541303	NA	-2.118357	NA
ENSG00000224956.5	RP11-206L10.1	-1.750033	0.1501075	-3.727924	0.1501075	-2.459152	0.2244487
ENSG00000224957.1	AC090044.1	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000224958.1	PGM5-AS1	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000224959.1	AC017002.2	1.931483	NA	-0.3549906	NA	0.959505	NA
ENSG00000224960.3	SMEK3P	-2.956495	NA	-0.3542181	NA	-1.849315	NA
ENSG00000224965.1	KCNC4-AS1	1.789918	NA	-0.4381631	NA	0.9957715	NA
ENSG00000224968.1	RP1-35C21.1	1.931483	NA	-0.3549906	NA	0.959505	NA
ENSG00000224969.1	RP11-54O7.11	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000224971.1	SUMO2P3	-1.327277	NA	-1.333587	NA	-1.328907	NA
ENSG00000224975.1	INE1	-2.480178	1	-2.894214	1	-2.72624	0.9999674
ENSG00000224976.2	PARP4P2	-0.8548781	1	-0.5714137	1	-0.6967668	0.9999674
ENSG00000224977.1	RP11-160H22.3	-2.959296	NA	-1.385196	NA	-2.158894	NA
ENSG00000224980.1	RP11-377K22.3	0.9948989	NA	1.060757	NA	1.048276	NA
ENSG00000224981.1	AC000367.1	-2.959256	NA	-2.800908	NA	-2.880211	NA
ENSG00000224982.2	TMEM233	-2.854373	NA	-2.696025	NA	-2.775323	NA
ENSG00000224984.1	RP11-524H19.2	0.8977447	NA	2.47186	NA	1.698333	NA
ENSG00000224985.1	RP11-297K8.2	0.1113954	NA	-3.369191	NA	-1.314179	NA
ENSG00000224986.2	PPP1R8P1	-2.122241	NA	-0.4702367	NA	-1.270786	NA
ENSG00000224993.2	RPL29P12	-0.5133747	NA	3.320731	NA	2.40984	NA
ENSG00000224995.1	RP5-991C6.3	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000224997.1	AL049840.1	0.6093386	1	0.1074823	1	0.3347718	0.9999674
ENSG00000225000.1	AC010082.2	-1.923729	NA	-0.2529987	NA	-1.123277	NA
ENSG00000225005.1	RP11-483G21.3	-0.5064378	NA	-1.765378	NA	-1.123277	NA
ENSG00000225008.1	RP13-228J13.6	1.849741	NA	-0.3549882	NA	0.909406	NA
ENSG00000225014.1	KCTD9P1	0.5025638	NA	0.6609121	NA	0.5818166	NA
ENSG00000225015.1	SNX18P15	0.8140291	NA	-1.57663	NA	-0.6056572	NA
ENSG00000225016.1	LINC00328-2P	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000225018.1	RP11-419M24.5	-0.513355	NA	2.645925	NA	1.72751	NA
ENSG00000225022.1	UBE2D3P1	0.5158774	NA	-0.3549276	NA	0.2880699	NA
ENSG00000225025.2	KIF4CP	NA	NA	NA	NA	NA	NA
ENSG00000225026.1	AC091492.2	1.316966	1	0.7072254	1	1.027208	0.9999674
ENSG00000225031.1	EIF4BP7	0.3135453	1	0.01523002	1	0.1541195	0.9999674
ENSG00000225032.1	RP11-228B15.4	0.9763901	NA	0.8220704	NA	0.7938964	NA
ENSG00000225039.1	LINC01058	-2.511614	NA	1.185848	NA	-0.49503	NA
ENSG00000225044.1	RP11-204C23.1	-2.039637	NA	-1.881288	NA	-1.960576	NA
ENSG00000225046.2	RP1-20I3.3	0.9948989	NA	1.060757	NA	1.048276	NA
ENSG00000225049.1	AC068279.2	-3.645503	NA	-3.487155	NA	-3.566486	NA
ENSG00000225051.4	HMGB3P22	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000225053.1	PRPF38AP1	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000225055.1	RP11-344N17.9	-2.854373	NA	-2.696025	NA	-2.775323	NA
ENSG00000225066.1	RP1-272E8.1	NA	NA	NA	NA	NA	NA
ENSG00000225067.3	RPL23AP2	0.7014566	1	1.350545	1	1.045565	0.9999674
ENSG00000225071.1	GS1-184P14.2	4.257415	NA	1.056045	NA	3.179945	NA
ENSG00000225077.2	LINC00337	0.5254168	1	1.79946	1	0.912083	0.9999674
ENSG00000225079.2	FTH1P22	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000225082.2	DAP3P1	-2.137254	NA	-3.487193	NA	-2.845169	NA
ENSG00000225087.1	RP4-660H19.1	-2.854373	NA	-2.696025	NA	-2.775323	NA
ENSG00000225091.3	SNORA71A	-1.511592	1	-0.7955984	1	-1.087102	0.9999674
ENSG00000225093.1	RPL3P7	2.406033	NA	-0.4791791	NA	0.9770265	NA
ENSG00000225094.3	SETP20	0.7625523	1	0.8621606	1	0.8062068	0.9999674
ENSG00000225096.1	XXbac-BPG55C20.7	2.476189	1	0.1712394	1	1.369836	0.9999674
ENSG00000225106.1	RP11-429E11.2	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225113.1	RP5-1160K1.3	-0.63332	NA	-1.291562	NA	-0.9875955	NA
ENSG00000225119.3	LINC00999	-1.323769	1	-2.250128	1	-1.685484	0.6391404
ENSG00000225122.1	RP11-408E1.1	-0.5133088	NA	1.060801	NA	0.2871977	NA
ENSG00000225125.2	RANP4	-1.238249	NA	0.9920064	NA	-0.1093454	NA
ENSG00000225127.2	LINC00237	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000225131.1	PSME2P2	-0.9343503	1	0.06209971	1	-0.4334042	0.9999674
ENSG00000225135.1	RP11-361F15.2	-1.554466	1	-1.533285	1	-1.551914	0.9999674
ENSG00000225137.1	DYNC1I2P1	1.1737	NA	1.060773	NA	1.247225	NA
ENSG00000225138.3	CTD-2228K2.7	0.3628228	1	0.8374358	1	0.600912	0.9999674
ENSG00000225142.2	RP11-490K7.1	-2.857196	NA	-0.1625704	NA	-1.615923	NA
ENSG00000225151.6	AC103965.1	-0.4729841	1	-0.1449872	1	-0.3144251	0.9999674
ENSG00000225155.3	TOMM22P5	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000225156.2	AC012354.6	-4.774447	NA	-2.162643	NA	-3.178623	NA
ENSG00000225157.1	AC005779.1	-0.4913644	NA	-2.696091	NA	-1.431803	NA
ENSG00000225159.1	NPM1P39	1.762319	1	1.089444	1	1.341088	0.9999674
ENSG00000225163.3	LINC00618	-2.06411	NA	0.3387294	NA	-0.6400026	NA
ENSG00000225165.3	CTD-2538A21.1	2.489	NA	-0.3550068	NA	1.413181	NA
ENSG00000225173.1	XXbac-BPG308K3.5	1.086199	1	0.1002554	1	0.4564032	0.9999674
ENSG00000225177.1	RP11-390P2.4	0.4979451	1	0.08005243	1	0.2636023	0.9999674
ENSG00000225178.4	RPSAP56	-0.5132862	NA	1.050515	NA	0.9488479	NA
ENSG00000225180.2	AATK-AS1	-2.039731	NA	0.4767808	NA	-0.4101819	NA
ENSG00000225185.2	RP11-481K9.4	3.79808	NA	2.172704	NA	3.159804	NA
ENSG00000225190.4	PLEKHM1	0.05750742	1	-0.176739	1	-0.04359222	0.9999674
ENSG00000225193.5	RPS12P26	1.864507	NA	-0.3559125	NA	0.6628104	NA
ENSG00000225195.2	RP11-338E21.2	-0.4154612	NA	-1.76538	NA	-1.123277	NA
ENSG00000225196.2	RP5-1118D24.2	0.9948989	NA	1.060757	NA	1.048276	NA
ENSG00000225200.2	AB019441.29	0.5414071	NA	1.079231	NA	0.8380603	NA
ENSG00000225205.1	AC093818.1	0.8608047	NA	0.5812268	NA	0.8708335	NA
ENSG00000225210.5	AL589743.1	-0.2162911	0.9007422	0.2907524	0.9007422	-0.005036049	0.9999674
ENSG00000225212.3	AKR1B1P6	0.9948989	NA	1.060757	NA	1.048276	NA
ENSG00000225214.1	AC079790.2	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225217.1	HSPA7	2.430393	NA	-0.3570929	NA	1.358292	NA
ENSG00000225224.1	RP4-814D15.2	-3.805803	NA	-1.658139	NA	-2.929767	NA
ENSG00000225226.1	AC007250.4	-0.5166468	NA	-1.38901	NA	-0.7427526	NA
ENSG00000225231.1	AC091814.2	-1.936011	NA	1.157465	NA	-0.4341026	NA
ENSG00000225235.1	DDX26B-AS1	-2.9571	NA	0.6823019	NA	-0.8656736	NA
ENSG00000225236.1	AP000936.5	-2.854373	NA	-2.696025	NA	-2.775323	NA
ENSG00000225238.1	RP1-169I5.4	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225241.3	RP11-640M9.2	-0.3107386	1	-0.1653294	1	-0.239028	0.9999674
ENSG00000225244.3	RP11-220H4.2	NA	NA	NA	NA	NA	NA
ENSG00000225246.1	RPS2P1	-0.8877854	NA	-3.953972	NA	-2.742669	NA
ENSG00000225251.1	RPL5P25	-0.4460598	NA	1.286234	NA	0.3984992	NA
ENSG00000225255.2	LA16c-83F12.6	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225256.1	TRAPPC2P5	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225258.1	AC009478.1	-0.5133841	NA	3.64521	NA	2.734052	NA
ENSG00000225259.3	ST13P6	5.014111	NA	-0.3550709	NA	3.921895	NA
ENSG00000225264.3	ZNRF2P2	-0.6034565	1	-0.900536	1	-0.7372084	0.9999674
ENSG00000225265.1	RP11-378J18.3	0.1919777	1	-0.2748312	1	0.0134791	0.9999674
ENSG00000225267.1	RPL8P2	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225271.1	RP11-66N5.2	-0.5133363	NA	2.003178	NA	1.116294	NA
ENSG00000225273.3	UBE2Q2P2	0.215783	1	-0.08835964	1	0.05737659	0.9999674
ENSG00000225278.3	RP11-782C8.5	-0.4673787	NA	-0.2485407	NA	-0.3782554	NA
ENSG00000225279.1	RP11-536C5.2	2.009442	NA	1.060728	NA	1.567858	NA
ENSG00000225280.2	RP11-227D2.3	0.9369509	NA	0.7769233	NA	0.8154953	NA
ENSG00000225285.1	RP4-758J18.10	-1.72737	NA	-2.996635	NA	-2.242456	NA
ENSG00000225292.2	RP11-57H14.3	-2.039738	NA	0.6464279	NA	-0.351225	NA
ENSG00000225294.1	OSTCP2	0.9039414	NA	1.157361	NA	0.9774757	NA
ENSG00000225298.1	LINC00113	-2.039637	NA	-1.881288	NA	-1.960576	NA
ENSG00000225300.1	RP11-439E19.1	-2.958874	NA	-1.764395	NA	-2.407108	NA
ENSG00000225302.1	RP11-539I5.1	0.4166088	1	0.2770961	1	0.3313508	0.9999674
ENSG00000225314.1	AC018634.9	-0.4154612	NA	-1.76538	NA	-1.123277	NA
ENSG00000225325.1	RP11-479J7.1	NA	NA	NA	NA	NA	NA
ENSG00000225328.1	AC019100.3	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000225334.1	RP11-449J1.1	0.8977447	NA	2.47186	NA	1.698333	NA
ENSG00000225335.2	XXbac-B476C20.9	0.7397757	1	-0.4695844	1	0.3938925	0.9999674
ENSG00000225337.1	RP11-561O23.7	NA	NA	NA	NA	NA	NA
ENSG00000225338.1	RP11-384C4.3	0.1669333	NA	-0.6338845	NA	-0.1957625	NA
ENSG00000225339.2	RP11-513I15.6	-0.3341879	NA	1.798598	NA	0.9149117	NA
ENSG00000225345.3	SNX18P3	-0.3186901	1	-0.8912589	1	-0.5510788	0.9999674
ENSG00000225347.1	SLC25A5P8	0.9621771	NA	-0.9196262	NA	0.2594185	NA
ENSG00000225349.2	RP11-820K3.2	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225353.2	RP11-292F9.1	1.604383	1	2.765033	1	2.217162	0.9999674
ENSG00000225354.1	RP11-400G3.3	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000225355.1	ARL6IP1P2	-3.058097	NA	-1.483997	NA	-2.257703	NA
ENSG00000225357.3	RPF2P1	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225361.3	PPP1R26-AS1	-0.002532153	1	0.734284	1	0.3219633	0.9999674
ENSG00000225362.4	CT62	0.04808392	NA	-0.3656975	NA	-0.2001902	NA
ENSG00000225369.1	AC009506.2	0.9928851	NA	-0.3570187	NA	0.2851974	NA
ENSG00000225373.4	WASH5P	-0.9189117	0.6537756	-0.162782	0.6537756	-0.55177	0.9999674
ENSG00000225376.1	RP11-490D19.6	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225377.1	RP5-1103G7.4	0.01818669	1	0.0446657	1	0.02739726	0.9999674
ENSG00000225391.1	RP11-55K22.5	-1.92375	NA	0.5927621	NA	-0.2941783	NA
ENSG00000225393.1	RP11-218L14.4	-1.351208	NA	-1.468595	NA	-1.41215	NA
ENSG00000225397.1	RP11-552J9.13	0.903944	NA	1.06076	NA	0.9774757	NA
ENSG00000225399.3	RP11-3B7.1	-2.039637	NA	-1.881288	NA	-1.960576	NA
ENSG00000225400.1	RP11-1114A5.5	-1.92363	NA	-3.300559	NA	-2.565899	NA
ENSG00000225402.1	AC010878.3	4.257356	NA	3.414153	NA	3.875	NA
ENSG00000225404.2	RPL26P34	2.009488	NA	-0.3549929	NA	1.009372	NA
ENSG00000225405.3	RP11-84A1.1	-2.624117	NA	-1.376781	NA	-2.061482	NA
ENSG00000225416.1	AC104843.3	-3.02707	NA	-2.910373	NA	-2.943792	NA
ENSG00000225422.3	RBMS1P1	0.9865749	NA	3.688435	NA	1.741033	NA
ENSG00000225434.2	RP11-63P12.6	-1.483641	NA	-0.4404198	NA	-0.8055882	NA
ENSG00000225439.2	BOLA3-AS1	-0.1111063	1	0.07508261	1	-0.01728555	0.9999674
ENSG00000225442.2	MPRIP-AS1	-0.6224054	NA	-1.881345	NA	-1.239268	NA
ENSG00000225443.1	AC004938.5	-2.091614	NA	-0.3502066	NA	-0.947661	NA
ENSG00000225446.1	RP4-665J23.2	-0.3846495	NA	-0.2408913	NA	-0.3267312	NA
ENSG00000225449.2	AC079776.7	-1.523369	1	-0.649527	1	-1.079802	0.9999674
ENSG00000225455.3	TPI1P4	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000225462.1	FDPSP1	1.250117	NA	-0.3714336	NA	0.4728655	NA
ENSG00000225465.6	RFPL1S	2.087874	NA	2.880319	NA	2.411171	NA
ENSG00000225470.2	JPX	-0.2052606	1	-0.05340641	1	-0.1358486	0.9999674
ENSG00000225471.2	RP11-262D11.2	0.1765962	NA	-0.9070738	NA	-0.2594861	NA
ENSG00000225472.1	RP11-120J1.1	1.951356	NA	2.681714	NA	2.330177	NA
ENSG00000225475.1	RP11-377K22.2	-0.9136966	NA	-3.27817	NA	-1.913937	NA
ENSG00000225480.1	AC006548.19	-3.436516	NA	-0.8330682	NA	-1.793754	NA
ENSG00000225484.2	RP11-773D16.1	-0.4405989	1	0.3444901	1	-0.1061275	0.9999674
ENSG00000225485.3	ARHGAP23	-0.1633129	1	-0.0648043	1	-0.1123545	0.9999674
ENSG00000225489.2	RP11-390F4.3	-0.6592556	NA	2.666758	NA	0.9220223	NA
ENSG00000225492.2	GBP1P1	-2.504628	1	-0.06359629	1	-1.171154	0.9999674
ENSG00000225496.1	AC104651.2	0.4392521	NA	1.175303	NA	0.8775651	NA
ENSG00000225505.1	RP11-330C7.3	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000225506.2	CYP4A22-AS1	-3.059279	NA	-0.06370121	NA	-1.891116	NA
ENSG00000225507.1	AC069282.6	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225511.2	LINC00475	1.849808	NA	-1.890214	NA	0.1881041	NA
ENSG00000225513.1	RP11-165N19.2	2.009488	NA	-0.3549929	NA	1.009372	NA
ENSG00000225516.2	AC006156.1	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000225518.2	RP11-396C23.2	-1.015689	1	-1.125087	1	-1.092125	0.9999674
ENSG00000225526.4	C3orf83	-0.9800133	NA	1.771675	NA	0.6649203	NA
ENSG00000225531.1	RP11-196I18.3	-0.4596048	NA	2.153023	NA	1.002349	NA
ENSG00000225532.1	XX-C2158C6.3	0.6561497	NA	1.515386	NA	1.101649	NA
ENSG00000225535.2	AC068610.3	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000225536.2	RP6-145B8.3	-3.526163	NA	1.872572	NA	0.2407363	NA
ENSG00000225544.1	KB-1027C11.4	5.714486	NA	1.056008	NA	4.625507	NA
ENSG00000225546.1	RP11-328J2.1	-3.058124	NA	-0.5416126	NA	-1.428605	NA
ENSG00000225548.1	AC098973.2	-1.705401	NA	-0.8735159	NA	-1.552763	NA
ENSG00000225554.1	RP11-527D7.1	-0.4806466	1	0.3467326	1	-0.1134585	0.9999674
ENSG00000225555.1	AP000320.6	-1.358118	NA	-0.133585	NA	-0.7902549	NA
ENSG00000225558.1	UBE2D3P2	1.8497	NA	1.060733	NA	1.469608	NA
ENSG00000225559.1	AC083867.4	-2.039693	NA	-0.4655896	NA	-1.239268	NA
ENSG00000225564.2	RP11-341A22.2	0.62117	NA	-0.2424089	NA	0.3346796	NA
ENSG00000225568.1	RP11-384B12.3	0.5051726	NA	-0.1683731	NA	0.1893832	NA
ENSG00000225573.3	RPL35P5	-0.5342452	NA	1.551243	NA	0.9152152	NA
ENSG00000225578.1	NCBP2-AS1	2.489	NA	-0.3550068	NA	1.413181	NA
ENSG00000225579.1	EDNRB-AS1	-0.05579345	NA	-2.899797	NA	-1.13172	NA
ENSG00000225580.2	RP1-159M24.1	-4.253943	NA	-4.263785	NA	-4.269219	NA
ENSG00000225588.2	AC096669.1	0.5990684	NA	-1.765406	NA	-0.4011031	NA
ENSG00000225591.2	RP11-360D2.2	2.432481	NA	-0.3550052	NA	1.360319	NA
ENSG00000225595.2	XXbac-BPG308K3.6	-2.30536	1	1.525347	1	0.3944079	0.9999674
ENSG00000225603.3	RP11-325P15.1	-2.854413	NA	-1.280312	NA	-2.054006	NA
ENSG00000225610.1	AC007679.3	0.9039853	NA	-0.3549606	NA	0.2871977	NA
ENSG00000225611.1	RP11-70C1.1	-1.446425	1	-0.2785695	1	-1.177179	0.9999674
ENSG00000225614.2	ZNF469	0.6729957	NA	0.5332118	NA	0.5663755	NA
ENSG00000225616.2	RP4-604A21.1	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000225630.1	MTND2P28	1.129965	NA	-3.376154	NA	0.06063723	NA
ENSG00000225636.1	HNRNPA3P15	1.093409	NA	2.18743	NA	1.410508	NA
ENSG00000225639.1	PGAM1P2	1.849741	NA	-0.3549882	NA	0.909406	NA
ENSG00000225642.1	SNRPEP5	3.133327	NA	3.108414	NA	3.147498	NA
ENSG00000225643.1	RP11-70P17.1	3.9	NA	3.583811	NA	3.74486	NA
ENSG00000225644.1	RPL35AP4	0.9949401	NA	-0.3549633	NA	0.2871977	NA
ENSG00000225648.1	SBDSP1	0.2071558	1	0.4310457	1	0.3136107	0.9999674
ENSG00000225655.1	RP11-143M1.2	-4.347991	NA	-0.3378642	NA	-1.946213	NA
ENSG00000225657.2	RP5-843L14.1	-2.039637	NA	-1.881288	NA	-1.960576	NA
ENSG00000225660.1	RP1-73A14.1	4.458501	NA	5.569497	NA	5.154641	NA
ENSG00000225662.2	RP11-1036F1.1	1.849741	NA	-0.3549882	NA	0.909406	NA
ENSG00000225663.3	FAM195B	0.03288247	1	0.09542902	1	0.06213073	0.9999674
ENSG00000225664.3	YWHAZP8	2.405978	NA	1.056091	NA	1.698333	NA
ENSG00000225667.1	LINC00505	-3.394681	1	-0.01796165	1	-1.821071	0.9999674
ENSG00000225669.1	AC068535.5	0.9039414	NA	1.157361	NA	0.9774757	NA
ENSG00000225671.2	FCF1P6	0.9949401	NA	-0.3549633	NA	0.2871977	NA
