gene_id	Symbol	tpm_cutoff	log2FoldChange.mem.cyt.293_1	log2FoldChange.mem.cyt.293_2	tc_CDS_norm
ENSG00000141232.4	TOB1	27.23	0.155784944751527	0.512565548794211	NA
ENSG00000141252.15	VPS53	14.555	-0.438703220944827	-0.00787767583635054	NA
ENSG00000141258.8	SGSM2	17.745	0.16347692336033	-0.31649105963535	NA
ENSG00000141279.11	NPEPPS	61.15	-0.59720357766089	-0.266150158067748	1.07931316434996
ENSG00000141295.9	SCRN2	25.935	-0.644778749783068	-0.82841481020623	NA
ENSG00000141298.13	SSH2	24.215	-0.627672986782649	-0.171458660874057	NA
ENSG00000141349.4	G6PC3	65.76	3.70218257324161	3.7800458596592	0.250912408759124
ENSG00000141367.7	CLTC	62.77	-1.18616696784643	-0.63932662407137	2.58881631352557
ENSG00000141376.16	BCAS3	21.765	-0.36224405372847	-0.0873276803214659	0.252699287847462
ENSG00000141378.13	PTRH2	63.225	1.68646430567769	1.12462292041772	NA
ENSG00000141380.9	SS18	28.315	-0.614030280642121	-0.684975440673738	NA
ENSG00000141385.5	AFG3L2	48.065	-0.12552275785947	0.022396437920912	NA
ENSG00000141401.7	IMPA2	21.12	-0.0138860834411387	-0.0848208247108911	NA
ENSG00000141404.11	GNAL	12.95	0.410826153557785	0.518561615076723	NA
ENSG00000141424.8	SLC39A6	34.67	3.68999414500805	3.56784382268109	15.4167868474185
ENSG00000141425.13	RPRD1A	57.995	-0.554285097252738	-0.113392135921341	0.22415725493577
ENSG00000141428.12	C18orf21	21.575	-0.24885420104539	-0.101133479846496	NA
ENSG00000141429.9	GALNT1	18.28	2.21923588727247	1.90863571374465	3.99343544857768
ENSG00000141447.12	OSBPL1A	18.85	0.0781042301858219	-0.00871784562509962	NA
ENSG00000141452.5	C18orf8	14.87	-0.23644924802187	-0.315835076169275	NA
ENSG00000141456.10	PELP1	48.195	-0.0423958706334413	-0.257592259272911	0.435729847494553
ENSG00000141458.8	NPC1	18.63	3.14993039152238	2.57615668856813	14.3585614600107
ENSG00000141480.13	ARRB2	95.365	-0.579698174503391	-0.207211999264183	0.450899176846852
ENSG00000141499.12	WRAP53	24.655	-0.492266450786542	-0.369419540545825	NA
ENSG00000141503.11	MINK1	14.89	-0.138436220965993	-0.211197201080068	NA
ENSG00000141504.7	SAT2	91.15	-0.164247164680391	-0.158895199410145	NA
ENSG00000141510.11	TP53	64.625	-0.544521267334273	-0.193260209989052	1.40038684719536
ENSG00000141522.7	ARHGDIA	404.015	-0.246578618877445	-0.208604044508483	0.0148509337524597
ENSG00000141542.6	RAB40B	16.975	0.244524749515245	-0.173541975374546	NA
ENSG00000141543.5	EIF4A3	91.095	-0.784909926114182	-0.426157118982162	0.192107140896866
ENSG00000141551.10	CSNK1D	71.935	-0.199407905203768	-0.236464612075066	NA
ENSG00000141552.13	ANAPC11	257.45	0.226358772296721	0.0654936715659483	NA
ENSG00000141556.16	TBCD	42.01	-0.14416478104034	-0.135526768578798	NA
ENSG00000141560.10	FN3KRP	27.57	-0.5978113239588	-0.334332656139527	NA
ENSG00000141562.13	NARF	52.5	-0.25842300768395	-0.0816811171803237	NA
ENSG00000141564.9	RPTOR	14.33	-0.153238136071292	-0.254914585443072	1.70969993021633
ENSG00000141568.15	FOXK2	32.895	-0.0422281586560714	0.0329347488910442	NA
ENSG00000141569.6	TRIM65	48.675	-0.148280416275325	-0.675355481784169	NA
ENSG00000141576.10	RNF157	14.855	-0.0674355517178729	-0.305736587739416	NA
ENSG00000141580.11	WDR45B	74.65	-0.0555083451570169	-0.0245970417752371	NA
ENSG00000141627.9	DYM	38.905	-0.0382733436382389	0.129585086066139	0.514072741292893
ENSG00000141644.13	MBD1	29.33	-0.251908243199178	-0.631648196545276	NA
ENSG00000141646.9	SMAD4	25.93	-0.388069998240041	-0.141220090541153	0.578480524489009
ENSG00000141682.11	PMAIP1	319.555	-0.365246560773258	-0.328592891247967	NA
ENSG00000141696.8	LEPREL4	31.775	2.72965198265661	2.6325644004858	2.62785208497246
ENSG00000141698.12	NT5C3B	196.97	-0.362089591168482	-0.131358194349814	NA
ENSG00000141699.6	FAM134C	23.495	2.94948819313659	2.38542531681367	1.17046180038306
ENSG00000141720.7	PIP4K2B	28.595	-0.187191961795592	-0.0799443157695405	NA
ENSG00000141736.9	ERBB2	20.365	2.55233049083552	2.01348981920528	1.9887061134299
ENSG00000141741.7	MIEN1	95.92	0.0132215471927829	-0.0182819808204538	NA
ENSG00000141756.14	FKBP10	73.84	2.74487047352812	2.50513550928233	4.78060671722644
ENSG00000141759.10	TXNL4A	143.385	-0.0127058312139623	-0.179407796735857	NA
ENSG00000141858.7	SAMD1	34.28	0.190342166787896	0.238758896047629	0.247957992998833
ENSG00000141867.13	BRD4	15.25	-0.0341901979673898	-0.298335094700886	0.590163934426229
ENSG00000141873.6	SLC39A3	33.495	3.03277818216879	2.81655616666877	0.865800865800866
ENSG00000141905.13	NFIC	17.53	0.0824117584213079	-0.502914882423073	0.31374786081004
ENSG00000141959.12	PFKL	57.5	-0.514957218758598	-0.356335460933046	0.11304347826087
ENSG00000141965.3	FEM1A	27.18	0.173683447762767	0.0498686582807336	NA
ENSG00000141971.8	MVB12A	63.505	-0.127163104656311	-0.0431591845573472	0.1181009369341
ENSG00000141985.5	SH3GL1	47.29	-0.144191962654146	-0.0674171374082065	NA
ENSG00000141994.11	DUS3L	40.385	0.170318660670733	0.13061141778484	NA
ENSG00000142002.12	DPP9	22.835	-0.119928595153013	-0.381307183906934	0.810159842347274
ENSG00000142039.3	CCDC97	26.035	-0.21946134850212	-0.303198382262523	NA
ENSG00000142082.10	SIRT3	10.225	-0.0506659327158991	-0.0577071019153722	0.58679706601467
ENSG00000142156.10	COL6A1	23.265	4.17708698941763	3.78338930273357	10.0580270793037
ENSG00000142166.8	IFNAR1	19.305	2.3603989661234	2.55971732917055	3.004403004403
ENSG00000142168.10	SOD1	667.65	-0.572667391411492	-0.303143715585744	0.107092039242118
ENSG00000142186.12	SCYL1	29.775	-0.208286077950634	-0.274283463163506	NA
ENSG00000142188.12	TMEM50B	22.43	2.87015297908715	3.01664023954471	NA
ENSG00000142192.16	APP	143.105	4.66091733281421	4.1824527166727	15.0029698473149
ENSG00000142208.11	AKT1	100.385	-0.397279279181572	-0.289859679297071	0.0747123574239179
ENSG00000142227.6	EMP3	76.94	2.68733969156207	1.90923323571176	NA
ENSG00000142230.7	SAE1	307.755	-0.61951668698543	-0.392244827808866	0.113726828158763
ENSG00000142252.6	GEMIN7	71.34	0.0354907110338155	-0.0457699896423849	NA
ENSG00000142327.7	RNPEPL1	18.705	0.126399207232026	0.115232866486013	NA
ENSG00000142330.15	CAPN10	18.32	0.0980321771025283	-0.250880599351178	NA
ENSG00000142409.4	ZNF787	17.415	0.0805786005623535	-0.415460924735536	NA
ENSG00000142444.6	C19orf52	34.65	0.357418805921178	-0.0732465220952552	NA
ENSG00000142453.7	CARM1	74.365	-0.141105131221978	0.0102747050943961	0.25549653734956
ENSG00000142494.9	SLC47A1	15.38	3.52229411708071	3.23745773660377	6.33940182054616
ENSG00000142507.5	PSMB6	307.815	-0.541762249254779	-0.325579178714052	NA
ENSG00000142528.11	ZNF473	11.965	-0.0500850206722586	0.383458695844932	NA
ENSG00000142530.6	FAM71E1	12.04	0.305330294772724	0.341384755854454	NA
ENSG00000142534.2	RPS11	7490.245	-0.739879144023758	-0.46246096952899	0.000801041888482953
ENSG00000142541.12	RPL13A	3349.315	-0.832213836964583	-0.43832991654399	0.0228404912646317
ENSG00000142546.9	NOSIP	99.88	-0.833031592852533	-0.32876585734846	NA
ENSG00000142599.13	RERE	20.85	-0.0366198678562161	-0.216610697266432	0.335731414868105
ENSG00000142627.9	EPHA2	12.995	2.82556764165958	1.94611880277168	1.5390534821085
ENSG00000142634.8	EFHD2	31.105	-0.0703972980789687	-0.00825338405295292	NA
ENSG00000142655.8	PEX14	19.8	0.602531303757709	0.715002327753317	0.101010101010101
ENSG00000142657.16	PGD	221.39	-1.19114349454836	-0.544960697767753	0.519445322733638
ENSG00000142669.9	SH3BGRL3	18.26	-0.0386410185433991	-0.106637855241301	NA
ENSG00000142676.8	RPL11	4529.49	-0.917883791943026	-0.704804529845155	0.0303566185155503
ENSG00000142684.7	ZNF593	23.4	0.280363379256148	-0.052741995744216	NA
ENSG00000142687.13	KIAA0319L	29.08	2.15589557663233	1.945716540806	0.292297111416781
ENSG00000142731.6	PLK4	12.78	-0.344900645438137	-0.384800349193519	NA
ENSG00000142751.10	GPN2	18.595	0.343573257803595	0.0694403612923334	6.21134713632697
ENSG00000142784.11	WDTC1	23.875	-0.101011288871047	0.134861673234945	NA
ENSG00000142794.14	NBPF3	15.45	-0.167463090795967	-0.119206641484858	NA
ENSG00000142856.12	ITGB3BP	78.75	-0.676301811922823	-0.314952951213867	NA
ENSG00000142864.10	SERBP1	400.02	-1.27338106600249	-0.912591726250069	0.466226688665567
ENSG00000142892.10	PIGK	19.185	3.46632550756878	3.63716856188252	9.33020589001824
ENSG00000142937.7	RPS8	3964.14	-0.863152636424313	-0.512340085460443	0.0219467526373942
ENSG00000142945.8	KIF2C	44.52	-1.63241857523052	-0.973578509870948	NA
ENSG00000142949.12	PTPRF	45.45	3.99254410138043	3.46890310185637	12.0792079207921
ENSG00000143013.8	LMO4	51.93	-0.00610135255014767	0.131438117924008	NA
ENSG00000143033.13	MTF2	27.775	-0.713156688180026	-0.481438384923277	NA
ENSG00000143061.13	IGSF3	11.31	3.66513304158884	3.32564735250049	19.4518125552608
ENSG00000143093.10	STRIP1	16.805	0.00348247487027364	-0.247733214762213	NA
ENSG00000143106.8	PSMA5	196.765	-0.709361849269954	-0.398435348722228	0.0406576372830534
ENSG00000143126.7	CELSR2	10.915	3.87842867385312	2.49488420938366	11.864406779661
ENSG00000143147.10	GPR161	12.6	1.64101878214944	1.5405327788374	1.50793650793651
ENSG00000143149.8	ALDH9A1	55.01	-1.02882893748415	-0.534166383393073	1.4815488093074
ENSG00000143153.8	ATP1B1	21.61	4.08922269497161	3.67869192406687	2.61453031004165
ENSG00000143155.8	TIPRL	60.955	-0.667617745016146	-0.432428374908846	0.492166352227053
ENSG00000143156.9	NME7	24.82	-1.17435075563439	-1.000882006211	NA
ENSG00000143157.7	POGK	21.595	0.238884518737833	0.305810337386011	NA
ENSG00000143158.6	MPC2	65.37	0.174863683662136	0.137467921224636	0.244760593544439
ENSG00000143162.7	CREG1	54.945	3.41782464084744	3.21084707954325	0.172900172900173
ENSG00000143164.11	DCAF6	26.215	-0.332493150655959	-0.107532602357811	0.133511348464619
ENSG00000143179.8	UCK2	93.41	-0.529849005154106	-0.496613841772975	0.428219676694144
ENSG00000143183.12	TMCO1	101.165	3.65648803023063	3.66785600932331	4.43829387634063
ENSG00000143198.8	MGST3	105.635	0.807177684378388	0.567986019380173	NA
ENSG00000143207.15	RFWD2	22.83	-0.338333572154958	-0.109082232961987	0.284713096802453
ENSG00000143222.7	UFC1	150.665	-0.680923805339817	-0.440401756658026	0.04977931171805
ENSG00000143224.13	PPOX	18.205	-0.556851320052938	-0.149939657621145	NA
ENSG00000143228.8	NUF2	21.725	-0.560332782319108	-0.508734937858978	0.253164556962025
ENSG00000143252.10	SDHC	319.96	-0.436287945132819	-0.264594657104946	0.537567195899487
ENSG00000143256.4	PFDN2	167.075	-0.352088792738282	-0.500691161532435	0.0239413437079156
ENSG00000143258.11	USP21	36.69	0.20394432525946	0.250133950472711	0.340692286726629
ENSG00000143294.10	PRCC	74.59	-0.139700345822024	-0.125637037218942	NA
ENSG00000143303.7	RRNAD1	51.105	1.20321059925984	1.38885745888937	0.665296937677331
ENSG00000143314.8	MRPL24	170.64	-0.659626882771355	-0.253700016001652	NA
ENSG00000143315.5	PIGM	11.77	3.80938980009312	2.84609334736199	8.79354290569244
ENSG00000143319.12	ISG20L2	63.825	-0.133063019556311	-0.00667673012818089	NA
ENSG00000143320.4	CRABP2	177.965	-0.0956320192943974	-0.0522753775197574	0.092714859663417
ENSG00000143321.14	HDGF	362.58	-0.484852805780093	-0.185579756897338	0.0151690661371284
ENSG00000143322.15	ABL2	10.505	0.28931765462505	0.543939245471509	NA
ENSG00000143324.9	XPR1	10.315	2.27884975354707	1.92677251672339	8.28889966068832
ENSG00000143333.6	RGS16	28.25	-0.00254477764904919	-0.179285161577612	NA
ENSG00000143337.14	TOR1AIP1	21.88	1.90143091118983	2.17545869060397	9.23217550274223
ENSG00000143353.7	LYPLAL1	18.205	-0.453348088655145	-0.109506423820669	NA
ENSG00000143363.11	PRUNE	26.575	-0.0744521855802645	0.137672770933315	NA
ENSG00000143367.11	TUFT1	10.345	-0.660263471639376	-0.378882126165309	NA
ENSG00000143368.9	SF3B4	49.95	-1.14704522020715	-0.718178160271427	NA
ENSG00000143373.13	ZNF687	17.435	-0.14624359269813	-0.0535524153123865	NA
ENSG00000143374.10	TARS2	46.755	-1.06684359586977	-0.754589426092319	NA
ENSG00000143376.8	SNX27	13.5	-0.315551134237634	-0.390180640018207	NA
ENSG00000143379.8	SETDB1	39.005	-0.696479149579398	-0.102807463837312	NA
ENSG00000143384.8	MCL1	55.73	-0.526112471494588	-0.406508420277182	NA
ENSG00000143390.13	RFX5	67.47	-0.225505989601204	-0.342920151976251	0.118571216837113
ENSG00000143393.12	PI4KB	40.745	-0.152428776245531	0.209372088307261	0.208614553932998
ENSG00000143398.15	PIP5K1A	66.505	-0.703881380839486	-0.424976233330595	0.593940305240208
ENSG00000143401.10	ANP32E	116.805	-1.28523463677189	-1.21347326571267	NA
ENSG00000143416.16	SELENBP1	23.72	-0.798499337527255	-0.385823080743705	NA
ENSG00000143418.15	CERS2	165.74	2.23714169628184	1.91464919486036	4.83588753469289
ENSG00000143420.13	ENSA	227.64	-0.506766120109441	-0.333826311138287	NA
ENSG00000143436.6	MRPL9	85.185	-0.5041977099229	-0.35093764349619	NA
ENSG00000143437.16	ARNT	16.55	-0.572679180848666	-0.503534153447415	NA
ENSG00000143442.17	POGZ	19.64	0.38557276847189	0.0178545563705905	1.19653767820774
ENSG00000143457.6	GOLPH3L	23.995	-0.746917853893558	-0.380809087681788	NA
ENSG00000143476.13	DTL	29.185	-0.370738330627769	0.50803554009007	3.32362514990577
ENSG00000143479.11	DYRK3	10.43	-0.348559095761344	0.149517201531465	NA
ENSG00000143486.11	EIF2D	56.725	-0.547643149858262	-0.185698427704845	NA
ENSG00000143493.8	INTS7	27.405	-0.125238932028715	0.00164199370909169	2.0069330414158
ENSG00000143499.9	SMYD2	37.35	-0.139393546791913	-0.0171989313237394	NA
ENSG00000143514.12	TP53BP2	27.335	-0.55815621043839	-0.190337003057324	NA
ENSG00000143515.12	ATP8B2	14.965	1.77866145472673	1.67733190978726	0.835282325425994
ENSG00000143537.9	ADAM15	53.035	3.08214991222713	2.90998156035165	1.32931083246912
ENSG00000143543.10	JTB	162.225	1.42370847371358	1.03359573621244	0.0523963630759747
ENSG00000143545.4	RAB13	69.855	-0.51621316974192	0.0210619556059061	NA
ENSG00000143549.15	TPM3	234.4	-0.484826578661451	-0.184617204697159	NA
ENSG00000143553.6	SNAPIN	70.34	0.174392047979034	0.104891132278521	NA
ENSG00000143554.9	SLC27A3	13.885	3.31677682142383	2.74686342670845	2.37666546633057
ENSG00000143569.14	UBAP2L	131.465	-1.10679153533937	-0.675088467908065	0.368919484273381
ENSG00000143570.13	SLC39A1	81.86	3.58136585568488	3.65670748716953	0.543611043244564
ENSG00000143575.10	HAX1	172.745	0.0408821914116424	0.363837735188455	0.191033025557903
ENSG00000143590.9	EFNA3	13.935	1.7624026405361	1.94485272542768	NA
ENSG00000143612.14	C1orf43	305.425	0.550588023757037	0.858690306472348	0.191536383727593
ENSG00000143614.7	GATAD2B	11.535	-0.324888487078083	-0.400359374720432	NA
ENSG00000143621.12	ILF2	339.155	-1.04553477921587	-0.51071671488647	0.383305568250505
ENSG00000143624.9	INTS3	23.49	-0.161730913993217	-0.0751382713135518	0.170285227756492
ENSG00000143633.8	C1orf131	33.115	-0.626093071290253	-0.595122320520162	NA
ENSG00000143641.8	GALNT2	47.585	4.01711425341217	3.54907240582873	0.777555952506042
ENSG00000143643.8	TTC13	27.835	2.92575271566659	2.75519241090292	3.03574636249326
ENSG00000143653.9	SCCPDH	14.39	0.23003949944495	0.547656859695015	NA
ENSG00000143674.6	MLK4	29.22	0.359099289560096	0.0941994331367749	NA
ENSG00000143702.11	CEP170	32.27	-0.915636186999968	-0.248060335891485	NA
ENSG00000143727.11	ACP1	136.54	-0.507534149814104	-0.425696922270356	0.0732386113959279
ENSG00000143740.10	SNAP47	58.69	-0.0554209407309277	0.176376448560744	NA
ENSG00000143742.8	SRP9	748.385	-0.460032922212372	-0.256876732892886	NA
ENSG00000143748.13	NVL	39.925	-0.872598065255334	-0.418067188801916	NA
ENSG00000143751.9	SDE2	44.515	-1.08129987064361	-0.742559788172083	NA
ENSG00000143753.8	DEGS1	184.87	4.11743727472359	4.16552730839325	7.31324714664359
ENSG00000143756.7	FBXO28	28.985	-0.223306701913508	-0.125538344166442	NA
ENSG00000143761.9	ARF1	556.25	-0.288736257725246	-0.229049140870784	0.162696629213483
ENSG00000143771.7	CNIH4	169.85	3.14186120233003	2.86822508096807	5.96408595819841
ENSG00000143774.12	GUK1	178.51	-0.143565302160625	-0.216610697266432	NA
ENSG00000143776.14	CDC42BPA	11.205	-0.344017789539695	-0.116177952069092	NA
ENSG00000143793.8	C1orf35	45.47	-0.0438949747384631	-0.384155406070306	0.340884099406202
ENSG00000143797.7	MBOAT2	17.52	1.39629617448812	1.53602996588054	1.28424657534247
ENSG00000143799.8	PARP1	319.475	-2.35685726728372	-1.35906375735744	0.707410595508256
ENSG00000143801.12	PSEN2	21.17	2.90505205618582	2.58073705143579	1.55880963627775
ENSG00000143811.12	PYCR2	129.855	0.0863086746279639	-0.100552567802856	NA
ENSG00000143815.10	LBR	167.13	3.42256897219149	3.11523864511355	13.2561479088135
ENSG00000143819.8	EPHX1	37.09	3.82059282624429	3.63603027310594	10.8924238339175
ENSG00000143845.10	ETNK2	12.17	0.101554358250276	0.00490443912909449	NA
ENSG00000143862.3	ARL8A	19.755	0.466125065363678	0.324434686924517	NA
ENSG00000143870.8	PDIA6	152.795	3.82626044012384	3.89951460202995	5.74626133054092
ENSG00000143878.8	RHOB	32.11	0.189601467440857	-0.0210598881486256	NA
ENSG00000143889.11	HNRNPLL	18.985	-0.989318483233608	-0.452011112833855	NA
ENSG00000143891.12	GALM	10.55	-1.32041326957726	-0.695494678569902	0.473933649289099
ENSG00000143919.10	CAMKMT	11.61	-0.321325841120595	-0.48820711660365	NA
ENSG00000143924.14	EML4	22.205	-0.723891808347566	-0.486162087828016	1.08083764917811
ENSG00000143933.12	CALM2	419.685	-0.38452421550889	-0.247344179671758	0.0166791760487032
ENSG00000143942.4	CHAC2	23.34	-0.317005322176315	-0.0111415789664529	NA
ENSG00000143947.8	RPS27A	2933.205	-0.689244083802656	-0.532130245540915	NA
ENSG00000143952.15	VPS54	10.01	-0.357757455476812	-0.0479036739807917	NA
ENSG00000143977.9	SNRPG	454.225	-0.166452721418032	-0.167701096785486	NA
ENSG00000144021.2	CIAO1	75.345	-0.0267506933662825	-0.0189479702336968	0.0929059658902382
ENSG00000144026.7	ZNF514	10.25	0.672920631649107	0.175219410851086	NA
ENSG00000144028.10	SNRNP200	80.15	-1.14380759533255	-0.588323624735617	1.79039301310044
ENSG00000144029.7	MRPS5	49.035	-0.379020161102518	-0.423061574733859	NA
ENSG00000144034.10	TPRKB	52.41	-0.370335049909676	-0.430417588329565	NA
ENSG00000144043.7	TEX261	43.78	1.69021698602746	1.50795787075031	NA
ENSG00000144048.6	DUSP11	18.155	-0.503471905494423	-0.100335308295908	0.3304874690168
ENSG00000144118.9	RALB	19.825	-0.39419356420943	-0.567922598934889	NA
ENSG00000144120.8	TMEM177	33.08	-0.0210928173325517	-0.268224804873972	NA
ENSG00000144134.14	RABL2A	10.7	0.449379110259167	0.163420352184498	NA
ENSG00000144136.6	SLC20A1	32.105	2.87749177589831	2.1880011529352	1.09017287026943
ENSG00000144199.7	FAHD2B	20.495	-0.734135131968262	-0.0997970322836826	NA
ENSG00000144224.12	UBXN4	28.415	0.761495606394606	0.945349593633132	NA
ENSG00000144231.6	POLR2D	51.19	-0.135367771541607	-0.12232789302101	NA
ENSG00000144233.5	AMMECR1L	11.67	-0.150194784513725	-0.0667152667833736	NA
ENSG00000144283.17	PKP4	24.62	-0.33445889871649	-0.263231083782708	0.101543460601137
ENSG00000144306.9	SCRN3	19.67	-0.682417031474971	-0.499612109288073	0.432130147432639
ENSG00000144320.9	KIAA1715	13.365	2.09438440008738	2.16960652597591	0.486344930789375
ENSG00000144354.9	CDCA7	50.645	-0.731140058356038	-0.125968945348585	NA
ENSG00000144355.10	DLX1	11.28	0.0706125041832465	-0.216610697266432	NA
ENSG00000144362.7	PHOSPHO2	11.125	-0.0268463445628493	-0.15819401104111	NA
ENSG00000144366.11	GULP1	11.845	-0.575651994699463	0.0604988937790842	0.802026171380329
ENSG00000144381.12	HSPD1	502.15	-1.52268918782562	-0.775341656414409	0.183212187593349
ENSG00000144401.10	METTL21A	31.135	0.247564723333283	0.394900935987903	NA
ENSG00000144451.14	SPAG16	21.855	-0.219910369897551	-0.814340494061467	NA
ENSG00000144468.12	RHBDD1	15.315	1.76332529344789	1.65623832498155	NA
ENSG00000144485.6	HES6	38.505	0.196538944081872	0.0212531328324556	NA
ENSG00000144524.13	COPS7B	48.665	0.113770824544679	-0.171096038014064	NA
ENSG00000144554.6	FANCD2	48.96	0.222168613423374	0.140531136183253	0.418709150326797
ENSG00000144559.6	TAMM41	25.335	-0.384608074077012	-0.0381353924601911	NA
ENSG00000144560.9	VGLL4	16.875	-0.160703905987611	-0.297822765743596	NA
ENSG00000144566.6	RAB5A	31.455	-0.68160899379753	-0.637815451913306	NA
ENSG00000144567.6	FAM134A	11.965	1.2056236085844	1.25997564240993	NA
ENSG00000144579.3	CTDSP1	28.74	0.000654348217675182	0.163013973521655	NA
ENSG00000144580.9	RQCD1	40.75	0.212462517969197	0.270704268518902	0.355828220858896
ENSG00000144591.13	GMPPA	28.235	-0.680563324923042	-0.354552796803568	NA
ENSG00000144597.9	EAF1	19.145	-0.407183851075502	-0.198181860391957	NA
ENSG00000144635.4	DYNC1LI1	26.775	-0.918683385077164	-0.550060662049014	0.242763772175537
ENSG00000144647.5	POMGNT2	18.5	2.82308237826999	2.26285867460741	NA
ENSG00000144659.6	SLC25A38	23.73	0.166289960426162	-0.029332129073852	NA
ENSG00000144677.10	CTDSPL	10.435	0.0682629107507449	-0.0976226610493455	NA
ENSG00000144711.9	IQSEC1	11.89	0.0851011592530477	0.206080374555847	NA
ENSG00000144713.8	RPL32	3480.805	-0.738726482736897	-0.406509114704499	0.0221213196372678
ENSG00000144724.14	PTPRG	13.3	3.41377365570821	3.09490078167559	4.24812030075188
ENSG00000144736.9	SHQ1	16.645	-0.89643617313822	-0.310974385446318	NA
ENSG00000144741.13	SLC25A26	18.365	0.112762929402238	0.149409981804101	NA
ENSG00000144744.12	UBA3	41.81	-0.629944368400897	-0.658488304608327	NA
ENSG00000144746.6	ARL6IP5	50.055	4.11852674598519	3.82752471231981	3.40625312156628
ENSG00000144749.9	LRIG1	15.65	3.7266526155869	2.82441657099362	0.511182108626198
ENSG00000144785.4	RP11-977G19.10	57.665	2.12336346705915	1.22561163133864	NA
ENSG00000144815.10	NXPE3	13.885	0.955652527995139	1.01622347079166	NA
ENSG00000144827.4	ABHD10	31.675	-0.835346171879246	-0.455212098337565	NA
ENSG00000144840.4	RABL3	12.3	-0.830784929239443	-0.263531744653925	NA
ENSG00000144848.6	ATG3	27.085	-0.345026048110291	-0.444525403013923	NA
ENSG00000144867.7	SRPRB	46.33	4.02853059853654	4.47255531804848	1.27347291172027
ENSG00000144895.7	EIF2A	52.05	-0.926929196569069	-0.580176769124865	0.0864553314121038
ENSG00000145022.4	TCTA	15.975	0.742796331679782	0.562868324182422	NA
ENSG00000145041.11	VPRBP	22.185	-0.767106129550707	-0.56898173324319	NA
ENSG00000145050.11	MANF	47.475	3.2728181878922	3.5666805199007	NA
ENSG00000145147.15	SLIT2	36.35	3.17192464740678	2.55723496260092	20.5089408528198
ENSG00000145191.7	EIF2B5	41.155	-0.664918891042169	-0.453050893088513	1.5429473939983
ENSG00000145216.11	FIP1L1	29.265	-1.08942743158834	-0.878231166516996	1.72561079788143
ENSG00000145220.9	LYAR	35.995	-0.756639483387438	-0.554756027795276	NA
ENSG00000145247.7	OCIAD2	95.4	0.378895095072998	0.667701519007939	NA
ENSG00000145284.7	SCD5	22.405	3.2554468328199	2.85179007753151	32.5373800490962
ENSG00000145293.10	ENOPH1	53.955	-0.343845168107552	-0.286949546858254	NA
ENSG00000145332.9	KLHL8	13.925	-0.591196472202397	-0.297167051314829	NA
ENSG00000145335.11	SNCA	40	-0.466003237702455	-0.422528132301865	NA
ENSG00000145337.4	PYURF	96.825	0.0485705380778052	-0.0875559367954628	NA
ENSG00000145349.12	CAMK2D	13.6	-0.717765705550725	-0.236549544319763	0.625
ENSG00000145354.5	CISD2	37.095	2.01277063453373	2.18598373937917	0.256099204744575
ENSG00000145386.5	CCNA2	56.255	-0.615814284516037	-0.286361805708851	0.399964447604657
ENSG00000145388.10	METTL14	10.305	-0.782511455223297	-0.473677379840588	NA
ENSG00000145391.9	SETD7	26.29	-0.645915565853038	-0.318404699023158	1.17915557246101
ENSG00000145414.4	NAF1	18.14	-0.740575801033973	-0.503583157756982	18.3020948180816
ENSG00000145425.5	RPS3A	4057.43	-1.04818476982075	-0.355544819205492	NA
ENSG00000145431.6	PDGFC	10.015	1.50097270953041	1.69224141467537	0.698951572641038
ENSG00000145439.7	CBR4	20.735	-0.456302830091785	-0.50236517960031	NA
ENSG00000145494.7	NDUFS6	149.145	-0.429502523882004	-0.396445718722687	NA
ENSG00000145495.10	MARCH6	42.525	3.524684460913	2.83154970570106	23.2686654908877
ENSG00000145545.7	SRD5A1	11.48	0.154326940543666	-0.0784134033464127	NA
ENSG00000145569.5	FAM105A	14.045	3.19776213993269	3.18483773726446	3.20398718405126
ENSG00000145592.9	RPL37	3161.685	-0.426779338851426	-0.433026959705117	0.0238796717573066
ENSG00000145604.11	SKP2	56.27	-0.309769106423529	-0.00669449004246733	1.10183046028079
ENSG00000145687.11	SSBP2	20.83	0.0235886219775238	0.144192888643149	NA
ENSG00000145703.11	IQGAP2	15.86	-0.402774268035581	-0.203190181504111	0.378310214375788
ENSG00000145725.15	PPIP5K2	16.17	-0.545820935674384	-0.30058173760068	0.401978973407545
ENSG00000145730.16	PAM	55.395	3.1116920031825	3.14493437671751	0.0902608538676776
ENSG00000145734.14	BDP1	10.12	-0.645155137742648	-0.423525016768325	NA
ENSG00000145736.10	GTF2H2	50.715	-0.445815732847562	-0.16508039662635	NA
ENSG00000145740.14	SLC30A5	43.53	2.22238327386198	2.0735336879602	0.815529519871353
ENSG00000145741.11	BTF3	1445.805	-0.525777037745242	-0.162412317208083	0.0906069629030194
ENSG00000145779.7	TNFAIP8	22.525	-0.166261719689293	-0.102007575626576	NA
ENSG00000145781.4	COMMD10	21.565	-0.392946137551597	-0.340790108487162	NA
ENSG00000145782.8	ATG12	35.22	0.0281333182485421	-0.126208038586175	0.0425894378194208
ENSG00000145817.12	YIPF5	24.415	1.34182195087016	1.62974538449875	1.43354495187385
ENSG00000145833.11	DDX46	44.6	-2.12744975673948	-1.44500542460793	0.269058295964126
ENSG00000145860.7	RNF145	36.155	2.16193796285763	1.79403654693308	1.05103028626746
ENSG00000145868.12	FBXO38	13.21	-0.71297052197022	-0.421164312765192	NA
